sentiment,title
2,Plato's Cave redux
2,10 Pages of Really Good Ideas Jammed into a 1200 Page Book
1,Rand denegrates the people who produced her book!
2,One of the most important books ever written.
1,"Why did Ms. Rand ""Shrug"" Off the Editors?"
2,More Brilliance from Ayn!
1,An Immature Vision
2,Most compelling book I've ever read!
2,Reprise
1,the dumbest book ever written?
1,Altas Shrugged
1,Never got it!
1,Very small print
2,Inspirational in moderation....
1,WHO IS JOHN MALT?
2,great book
1,pseudo-intellectual and not interesting
2,Quality writing
1,"The Antidote to ""Atlas Shrugged"":"
1,Ayn Rand turns rich white people into the most slapable people on earth
1,Don't waste your time!
1,I just don't agree that this is a masterpiece
2,Still Relevant
1,Outrageous price
1,interesting novel of ideas that ultimately fails for this reader
1,1 star for the ideal 4 star for the book
1,"very schematic, naive, doctrinaire and...boring book"
1,"Predictable, slow, and extremely one-sided."
2,"Great Efficiency, unexpected book size"
2,"some riveting pages, some story"
2,One of the best books of all time
2,Just saw the movie
1,Why?
2,Buy this and share it!
1,"Good story, poorly told"
1,A Prolonged Stabbing Sensation
2,Entertaining and Thought Provoking
1,Looooooooooooooong
2,I wish I had read/listened to this 30 years ago
2,A Lesson for today's world
2,very informative
2,Atlas WILL shrug
2,A Must
1,Religion and Rand
1,boring.
1,Poorly written novel; a terrible waste of a lot of paper
2,Great Read
1,"ME, ME, ME"
2,Read it because we are living it...
2,Capitalism rules!
2,This book will change your life forever.
1,Interestingly written but too flawed to be embraced
1,Still waiting
1,Arrogant -- and Rand had no faith in her reader
2,A true chef d'aeuvre
1,The Seed of Everything Wrong
2,the magical world's open
1,The original is MUCH better! Zero stars for this...
1,"No doubt, the re-make quenches"
2,Excellent Story--Better than the TV Series
1,Not sure if the item is authentic
2,The best & only guide on the subject
2,"WE NEED MORE ""AMBITION"""
2,It made a lasting impact.
1,Cornwell should get rid of her God complex
1,Disappointing
2,Portrait Of A Killer
1,Poorly written
1,"""Case Closed""!?!?"
1,Case wide open
1,"Dear Boss, Don't buy this if you are you want to kno who I am. Ha Ha."
1,poor logic
1,Add another theory to the pile!
1,Not Finished But Already Disappointed
1,"Calumny, base and deplorable!"
1,Could have been done better.
1,BORING!
2,If you like fire and cooking this is a must buy!!!
1,Pure junk
1,"selling pancakes disguised as ""anarchic"""
1,Smells fake
1,Tastes awful & my skin is still dry...!
2,"Ampersand, Volume 1"
2,Decent hardcore
2,"Great bed, but not for long"
1,Room for improvement (corners)
2,trash out of sight
2,Not Easily Understood
2,It's a Rubbermaid container so it functions as expected !!
2,FULL MOON DOES IT AGAIN
1,This movie is a waste of my beer guzzling time
1,Almost unwatchable!
1,What a piece of s***
1,Just fast-forward past everything without Topaz
1,Horrible But The Zombies Looked Perfect
1,THE FILM CREW HATES THE AUDIENCE !
2,Wow! Just...Wow!
2,WHAT A LITTLE GEM
1,"OK. I'm the odd man out, read why."
2,short but good
2,Great book!
2,"Hearing it again, for the first time!"
1,"Right church, wrong pew"
2,A perfect fit for the job
2,"Perfect Fit, Well Constructed"
2,why no five stars
2,wrist wrap gloves
1,This creeped me out from the first page.
1,are you my mother review
2,"I still read my copy, after 30 years!"
2,Hear the bones busting through
2,Nice CD
2,Swamp Stompers!
1,The movie is just okay - really dated
1,Found a better book
1,Atrocious - Dont waste your money
2,This is one of the finest books I have ever read.
1,Starts strong and then stalls
1,Life is too short to read bad books
1,~Not THAT good ...
2,Very well written
1,Actually RETURNED It! Barely ONE STAR!
1,a short review for an unbearable book
1,No Hero!
1,Don't be sucked in by the marketing!
2,"Definitely NOT ""Harry Potter for adults"""
1,tedious
1,Where's the magic?
2,Good but tedious
1,Whew!
1,Did any critic actually read this book!
1,How can a book about magic be Boring?
1,a tad wordy
2,A great read
2,A Remarkable Achievment of Fiction!
1,Interesting but not great
1,I've read better cereal boxes!!
2,This is a powerful story about a volcano and the sea.
1,Cota review
2,New favorite artist
1,"Aweful Sound -- Get ""Complete Set"""
2,Nice Debut
2,great album
1,Christian sex: an oxymoron?
1,Intercourse-least likely way intended for pleasure
1,beware of extreme bias- this book is not for everyone
1,Useless
2,Preserving Integrity
2,Thomas grows in belief.
2,Everything it was supposed to be
1,Doesn't fit four bikes
1,NOT for Honda Odyssey
2,Very Heavy Duty
2,very easy to use
2,Great toy but WAY over priced
1,VERY DISAPPOINTED
2,"Great coffee, great service"
1,"Good idea, more engineering needed"
1,Don't buy it
1,I like it despite its problems
1,Save your money
2,Over 3000 cups of coffee
1,Have purchase 5 of these
2,It Ain't No Party... Without Go Go!
1,4 Monkeys
2,Sterling Silver Heart Dangle Earrings
2,My CD
2,Hard to put this book down!!!!!!!!!!!!!
1,Nowhere near....
2,Always Evolving!
2,One of the best CD's I've heard in the last few years!!
1,"If you like AM and Being There, beware of Summer Teeth"
1,Cheese on par with Andrew Lloyd Weber.
1,You have other Wilco albums to buy before this one!!!
1,Not what I expected...
2,Magnum Opus
2,A must have...
1,PAL FORMAT!!!! BEWARE!!!
1,ICS M4 Carbine SUCKS!
2,Good Read
1,Pathetic
2,Quick paced and well hooked
2,BUY THIS SET THEN GET DARK OF THE MOON SEPARATELY
1,average
1,Eric---Come back to us...!!!!
2,The culmination of 30 years of great music
2,Another Gem!
1,Gheorghiu is the Violetta ?????????? Please..............
2,SUPER BRAVOS
2,Child Development - The First Two Years VHS
2,A very thorough guide
2,Great Phone!
1,Not even close to the book...
1,terrible!
1,Poor materials and bad customer service
2,Underrated Film making.
1,Don't even think about seeing this movie!!
1,Mother....The Paint Has Dried!
2,Great Movie
2,Best lettuce/vegatable keeper
2,Really works!
2,Really does keep veg fresh 2 weeks - sometimes longer
2,Awesome lettuce keeper!
1,Lid broke in a week
1,Not much of an insight
2,Great Price
2,The First Woman Doctor
1,Sent me wrong DVD
1,WOW
1,Poorly done
2,Wow!
1,Not the recipes I remember from the 60s
2,Good workout
2,Awesome!
2,"Great Book , i love it but ...."
2,more brutality from Kang and Hideki
2,Excellent
1,Ummm...weak
2,"beautiful and very soft, lovable"
2,Learn to Sign your ABC's
1,Needs help
1,"Awful as a text, semi useful as a reference"
1,Not the optimal means to master mathematical physics
1,Blah!
1,Horrible
1,Good while it lasted
2,Love it
2,Not Just For Women Anymore
2,From my favorite writers...
1,binding problem
2,we want bootsy
2,Fun and effective
2,Additional Information.
2,Angelica: A Beautiful Blend Of Rock And Opera
1,out of stock
2,Good product.
2,Used for non-cream purposes
2,A beautiful Appalachian memoir!
1,Disappointing
2,Fun Time Western
1,Didn't hold my interest.
2,Great reference book
2,Good deal
2,Speaking to the Heart
2,Best book ever! Lincoln The Unknown
2,Still the Greatest!!!
1,Not a good reference
2,This book shows you how to think like a PMP
1,Too old to be useful
1,Very disappointing
1,Learn it is a waste of money
1,Zia toner
2,Fantastic Book
2,very high quality
2,My daughter could not get enough of this story...
2,Great way to practice signing!
2,Banana Republic has good taste
1,levitating top
2,Furious IV geek who needs more...
1,Somewhat disappointed
2,I like this product
2,Military pulp fiction
2,A good Christmas video for the collection
1,Not what I expected
2,Healing Crisis revealed
2,A lot of these reviews are BS
1,Not Good
2,remember when blink was punk?
1,A Turning Point in The Worst Cds Ever
1,Sadly misleading
2,Great Read
2,a solid introduction into the world of Philip Marlowe..
2,Finally a book with ummph!
2,Best collegiate Latin Dictionary
2,"Every "" want to be author"" should read this book"
2,Very Useful Tool!!
1,the content is totally unrelated to the PRAXIS exam
1,Dry and Disappointing
1,Poorly designed grill
2,Feed
1,Bigger Isn't Always Better
1,Beware! Too short!
2,mixer cover
2,My son enjoyed it
2,A must for every artist who draws the figure
2,Do you like films with a dystopic future? security-surveillance state? A.I.? - this is the cyberpunk film for you
1,One Star is Generous.
1,Weird pricing?
1,Ka-Ching went the cash register
2,"Excellent, thoughtful, reasoned, important"
2,Honest! The Polls are misleading. Bennett tells the truth!
1,They chopped down trees for this?
2,"An argument that needed to be made, but was made prematurely"
1,important to read critically
2,Well stated arguements. Sound observations
1,Pure Bennett!
1,Most Boring Beatle Video Ever
1,a girl and her toys
1,Dreadful; Basinger Squeals Throughout
1,Wow - Horrible !
1,How a toolbox can save your life and end others
1,You will NOT get the globe pictured here.
1,Jittery still images
2,Sermons from Germany!
2,excellent anime
1,Will not open!!!!!!! DO NOT BUY
1,Not good
1,Beware high end gamers on Win 7
1,Sample before you purchase
1,way overpriced
2,Synth-pop returns..............with a Vengence
1,Horrible
2,The piece of paper...
2,Fantastic!
2,Love the guys!!!
1,very disappointed
2,Tastes from around the world in the age-old clay-pot
2,Super Perfect Cell
2,THE BEST TAPE ANYONE MAKES!!!!!!!!
2,Better than Scotch!!!
1,Do NOT Buy if Buying to Cover Labels for Mailing
2,STICK IT....
1,"""Everyone"" stay away from this movie!!!"
1,a waste of time
1,Freedomland gets the Boot.
1,A mess and aggravating to watch
2,The Foundling by J. R. Kinser
2,Dinasaur BBQ
2,A Good Substitute for the Restaurant
2,Awesome! A Total must have!
1,ICO...
2,Good game...but hard.
1,Didn't work
1,"Promising game, but BUGGY !!!!!!"
1,WORST GAME I HAVE EVER PLAYED
2,Chauncey Gardiner is a character that I will never forget.
2,wall ironing board
2,A sensitive story about a battle against ignorance.
2,Just what you would expect from Pat Conroy - excellence
2,Wonderfully written...
2,"yes, one of the few books I've enjoyed in a while"
1,Fey fo fum
2,"This book has become my ""Acting"" bible."
2,Excellent for live actors as well
2,it helped me sooo much
2,The World History of Beekeeping and Honey Hunting
1,"Good Product Advice, Bad Color Choices"
2,Great stories!
2,The All-American Rejects Rock!!!
2,Wow
1,1 word..AMAZING!
2,AAR is the BEST OF THE BEST!
1,*NSYNC at level 2
1,don't bother buying...download first
1,BAD BAD
1,horrible
1,dont campare em to *nsync
2,WONDERFUL!
1,Ehh
1,Not for NiCad
2,Great Accessory for devilish outfit
1,I'm an idiot!
1,Cool anectodes but fairly useless for learning driving techniques
2,Quick and fine
2,Perfect invention
2,Excellent Buy
1,Short Life Span
1,Crane Cow Humidifier
1,Very disappointed
2,Works Fine
1,Maintenance is a pain
2,"So good, we bought one for our room!"
1,Worst!
1,noisy in 2 years
2,Cute and easy to use.
1,ok for small room
1,"I really wanted to love this, but . . ."
1,"Works great, but not for long"
2,GREAT BUY
2,Much better than my old humidifier!
2,Still running after 3 winters!
1,Defective out of the box
1,"One worked for 6 weeks, another one for 2."
1,Deceptive Duck = Defective Duck
2,"Does the job, quiet, easy to maintain"
2,works great
2,Humidifier for my daughter
1,Leaks after one month
1,Inconsistent
1,Did not last too long
1,LEAKS
1,Broke in 2 weeks
1,"Broken and VERY Poor ""Customer Service"""
1,worked at first
1,Works only if you're within 2-3 feet of it
1,"I got a broken item, need to return"
2,Pretty cute and effective
2,Can't do better
1,"It's cute, but..."
2,"So cute, works great!"
1,Try another brand
2,It really helps with my dry nose
1,Makes a mess!
1,CRANE Thomas the Tank needs to goto SODOR for repair!!!!
1,Have you ever tried to clean this thing?
1,BUYER BEWARE!
1,So cute. Only worked for 2 months.
1,terrible
2,I love the froggie
1,Not Working in less a day
1,broken after a few days
1,Looks better than it works...
1,"WHEN it works, it's great."
1,Don't buy this or any other CRANE product
1,"CRANE Ee-8189 ULTRSONIC COOL MIST HUMIDIFIER- OWL, BROWN - A REVIEW"
1,CRANE
2,Absolutely love this humifider! So Cute!
1,Just Stopped
1,not as good as it introduced
1,Broke in less than a week
2,Cute but Roomy Frogy at an Affordable Price
1,Died after about a month
2,Perfect
2,best humidifier
1,"Bought TWO, both broke."
2,Works really well but it's a little noisy
2,"quiet, cute-looking, we love it!"
1,"Glug, glug, glug -- waterfall!"
1,Take a BEFORE and AFTER measurement. Here's why...
1,"Cute, but doesn't work"
1,Crane- USA : Very good cutomer service.
2,If only it were more clever
1,Two Defective SpongeBobs
1,Heed the warnings
1,Not really 2.3 Gallon Capacity Tank
1,"good looking, bad performance"
1,One is broken after a month.
1,unsafe
1,"Broke after 2 weeks, horrible product."
1,Not very impressed
2,Get it. Rock it. Sing along.
2,"An imaginative and poetic work, highly recommended"
2,Very nice measure tape
1,"Good light quality, slow warmup"
1,1 Star for Dietrich Bonhoeffer
2,Cost of discipleship
2,Cost of Discipleship
2,One of the South's finest
2,Knowing one of the victims
2,An exciting adventure!
2,Different Story Page Turner
2,"bouncy, baby!"
1,Deflates significantly every night
2,Excellent book if you're committed to PL/SQL
1,not durable
1,SMELLS TERRIBLE
2,Good price on an exercise/birthing ball
1,Not quit a ball
1,Size not as described...
